mcsADDN:bdoHROUMapping
OU=01050,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 7-Visayas & Mindanao; Iloilo Area; Iloilo Jaro-CityMall Tagbak Branch
OU=01051,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 7-Visayas & Mindanao; Southern Mindanao Area; Cotabato Kidapawan-Gaisano Grand Mall Br
OU=01052,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 1-Northern Luzon; Bulacan Area; Bulacan Sta.Maria-Pulong Buhangin Branch
OU=01053,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 3-Metro Manila West; Greenhills Area; N. Domingo-M. Paterno Branch
OU=01054,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 5-Metro Manila South; Las Piñas Area; Bacoor Molino-Bahayang Pag-asa Branch
OU=01055,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 5-Metro Manila South; Pasay Area; Mall of Asia-S Maison Branch
OU=01056,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 7-Visayas & Mindanao; Northern Mindanao Area; Butuan-Estacio Village Branch
OU=01057,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 2-Metro Manila North; Timog Area; E. Rodriguez Sr.-Hillcrest Branch
OU=01058,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 7-Visayas & Mindanao; Eastern Visayas Area; Tacloban-Rizal Avenue Branch
OU=01059,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 1-Northern Luzon; Bulacan Area; Malolos-Crossing Branch
OU=01060,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 6-Southern Luzon; Bicol Area; Naga-Plaza Rizal Branch
OU=01061,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 7-Visayas & Mindanao; Davao Area; SM City Davao Annex Branch
OU=01062,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 1-Northern Luzon; Nueva Ecija Area; Nueva Ecija-Primark Cabiao Branch
OU=01063,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 7-Visayas & Mindanao; Northern Mindanao Area; Agusan del Sur-San Francisco Gaisano Br
OU=01064,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 2-Metro Manila North; Commonwealth Area; Congressional Ave. Ext-T.M. Kalaw Branch
OU=01065,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 6-Southern Luzon; Cavite Area; Waltermart-Carmona Branch
OU=01066,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 7-Visayas & Mindanao; Eastern Visayas Area; SM Seaside City Cebu A Branch
OU=01067,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 2-Metro Manila North; Monumento Area; SM Center Sangandaan Branch
OU=01068,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 7-Visayas & Mindanao; Southern Mindanao Area; Davao Digos-San Jose Branch
OU=01069,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 1-Northern Luzon; Nueva Ecija Area; Waltermart-Cabanatuan Branch
OU=01070,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 5-Metro Manila South; Las Piñas Area; Las Piñas-Marcos Alvarez Avenue Branch
OU=01071,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 2-Metro Manila North; Commonwealth Area; Mindanao Avenue-Tandang Sora Branch
OU=01072,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 4-Metro Manila East; Ortigas Area; Pasig-The Grove Rockwell Branch
OU=01073,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 7-Visayas & Mindanao; Iloilo Area; Iloilo-Arevalo Branch
OU=01074,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 6-Southern Luzon; Batangas Area; Batangas-LIMA Technology Center Branch
OU=01075,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 4-Metro Manila East; Pasig Area; Pasig-Amang Rodriguez Caruncho Road Br
OU=01076,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 7-Visayas & Mindanao; Southern Mindanao Area; General Santos-Makar Branch
OU=01077,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 6-Southern Luzon; Cavite Area; Cavite-GMA Congressional Road Branch
OU=01078,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 7-Visayas & Mindanao; Cebu 1 Area; Cebu-F. Cabahug Branch
OU=01079,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 1-Northern Luzon; Bulacan Area; SM City San Jose Del Monte Branch
OU=01080,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 6-Southern Luzon; Cavite Area; SM City Trece Martires Branch
OU=01081,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 7-Visayas & Mindanao; Eastern Visayas Area; SM Seaside City Cebu B Branch
OU=01082,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 1-Northern Luzon; Pampanga-Zambales Area; SM City Clark B Branch
OU=01084,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 7-Visayas & Mindanao; Iloilo Area; Iloilo-CityMall Pavia Branch
OU=01086,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 4-Metro Manila East; Ortigas Area; SM Megamall C Branch
OU=01087,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 7-Visayas & Mindanao; Cebu 2 Area; Bohol-Panglao Branch
OU=01088,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 5-Metro Manila South; Taguig/Pateros Area; BGC-Shangri-La The Fort Branch
OU=01089,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 7-Visayas & Mindanao; Iloilo Area; Aklan-CityMall Kalibo Branch
OU=01090,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 2-Metro Manila North; Fairview Area; Fairview-Fairmont Branch
OU=01091,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 4-Metro Manila East; Pasig Area; Pasig-San Antonio Meralco Ave. Branch
OU=01092,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 4-Metro Manila East; Makati Central Area; Dela Rosa-Gallardo Branch
OU=01093,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 2-Metro Manila North; Banawe Area; Quezon Avenue-Prima Residences Branch
OU=01094,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 2-Metro Manila North; Timog Area; Mother Ignacia-M Place Branch
OU=01095,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 5-Metro Manila South; Pasay Area; Gil Puyat-Harrison Branch
OU=01096,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 5-Metro Manila South; Pasay Area; Newport City-Plaza 66 Branch
OU=01097,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 4-Metro Manila East; Pasig Area; Pasig-A. Sandoval Ave. Branch
OU=01098,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 4-Metro Manila East; Mandaluyong Area; SM Cherry Shaw Branch
OU=01099,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 7-Visayas & Mindanao; Davao Area; Davao-Calinan Branch
OU=01100,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 3-Metro Manila West; Manila 2 Area; Roxas Blvd.-Admiral Baysuites Branch
OU=01101,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 5-Metro Manila South; Bicutan/Sucat Area; SM Hypermarket Sucat-Lopez Branch
OU=01102,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 5-Metro Manila South; Pasay Area; Mall of Asia-Shell Residences Branch
OU=01103,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 1-Northern Luzon; Cagayan Valley Area; Tuguegarao-Buntun Branch
OU=01104,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 5-Metro Manila South; Bicutan/Sucat Area; Bicutan-Sun Valley Branch
OU=01105,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 4-Metro Manila East; Makati 2 Area; Chino Roces Avenue-V.A. Rufino Branch
OU=01106,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 5-Metro Manila South; Pasay Area; Roxas Blvd.-Breeze Residences Branch
OU=01107,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 3-Metro Manila West; Manila 1 Area; Sampaloc-Legarda Branch
OU=01108,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 2-Metro Manila North; Banawe Area; Aurora Blvd.-Princeton Residences Branch
OU=01109,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 2-Metro Manila North; Banawe Area; Aurora Blvd.-New Manila Branch
OU=01110,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 6-Southern Luzon; Cavite Area; Waltermart-Dasmariñas Branch
OU=01111,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 6-Southern Luzon; Bicol Area; Naga-Diversion Road Branch
OU=01112,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 1-Northern Luzon; Pampanga-Zambales Area; Clark-Philexcel Business Park Branch
OU=01113,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 5-Metro Manila South; Bicutan/Sucat Area; Parañaque-Moonwalk E. Rodriguez Ave. Br
OU=01114,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 2-Metro Manila North; Timog Area; Katipunan Avenue-Blue Residences Branch
OU=01115,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 2-Metro Manila North; Del Monte Area; Savemore-Project 8 Branch
OU=01116,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 7-Visayas & Mindanao; Bacolod Area; Negros Occ-Talisay Branch
OU=01117,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 6-Southern Luzon; Cavite Area; Robinsons Place-General Trias Branch
OU=01118,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 7-Visayas & Mindanao; Southern Mindanao Area; Cotabato-CityMall Branch
OU=01119,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 5-Metro Manila South; Alabang Area; Dr. A. Santos Avenue-UPS 5 Branch
OU=01120,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 2-Metro Manila North; Monumento Area; Valenzuela-Malanday MacArthur Highway Br
OU=01121,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 7-Visayas & Mindanao; Iloilo Area; SM City Iloilo B Branch
OU=01122,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 7-Visayas & Mindanao; Iloilo Area; Roxas-Pueblo de Panay Branch
OU=01123,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 6-Southern Luzon; Bicol Area; Sorsogon-Primark J.P. Rizal Branch
OU=01124,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 2-Metro Manila North; Cubao Area; Araneta Center-Gateway Mall Branch
OU=01125,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 6-Southern Luzon; Southern Tagalog Area; Quezon-CityMall Tiaong Branch
OU=01126,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 3-Metro Manila West; Manila 2 Area; Sta. Ana-Xentro Mall Branch
OU=01127,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 1-Northern Luzon; Cagayan Valley Area; Isabela Cabagan-Xentro Mall Branch
OU=01128,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 4-Metro Manila East; Rizal Area; Antipolo-M.L. Quezon St. Branch
OU=01129,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 3-Metro Manila West; Manila 2 Area; Adriatico-Sta. Monica Branch
OU=01130,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 6-Southern Luzon; Cavite Area; Cavite-Gen. Trias San Francisco Branch
OU=01131,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 5-Metro Manila South; Alabang Area; Dr. A. Santos Avenue-Amaia Steps Branch
OU=01132,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 2-Metro Manila North; Monumento Area; Savemore-Marulas Branch
OU=01133,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 4-Metro Manila East; Ortigas Area; Julia Vargas-Valle Verde Branch
OU=01134,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 2-Metro Manila North; Cubao Area; Calle Industria-Circulo Verde Branch
OU=01135,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 5-Metro Manila South; Pasay Area; Macapagal Blvd.-Pearl Drive Branch
OU=01136,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 2-Metro Manila North; Commonwealth Area; SM Cherry Congressional Branch
OU=01137,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 5-Metro Manila South; Taguig/Pateros Area; BGC-9th Avenue Branch
OU=01138,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 5-Metro Manila South; Bicutan/Sucat Area; Parañaque-NAIA Road Branch
OU=01139,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 4-Metro Manila East; Pasig Area; Pasig-Pioneer Shaw Blvd. Branch
OU=01140,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 2-Metro Manila North; Marikina Area; Cainta-Felix Avenue Branch
OU=01141,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 7-Visayas & Mindanao; Davao Area; Davao-Buhangin Branch
OU=01142,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 6-Southern Luzon; Southern Tagalog Area; Quezon-Gumaca Branch
OU=01143,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 4-Metro Manila East; Ortigas Area; Julia Vargas-Ortigas Technopoint One Br
OU=01144,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 4-Metro Manila East; Rizal Area; SM City East Ortigas Branch
OU=01145,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 1-Northern Luzon; Nueva Ecija Area; Waltermart-Talavera Branch
OU=01146,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 4-Metro Manila East; Rizal Area; Waltermart-Taytay Branch
OU=01147,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 5-Metro Manila South; Bicutan/Sucat Area; Okada Manila Pearl Wing Branch
OU=01148,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 1-Northern Luzon; North Central Luzon Area; Tarlac-Gerona Branch
OU=01149,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 3-Metro Manila West; Binondo Area; Escolta Branch
OU=01150,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 3-Metro Manila West; Manila 2 Area; A. Mabini-Gen. Malvar Branch
OU=01151,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 4-Metro Manila East; Pasig Area; Pasig-Market Avenue Branch
OU=01152,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 2-Metro Manila North; Fairview Area; Fairview-Doña Carmen Branch
OU=01153,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 4-Metro Manila East; Makati 2 Area; Chino Roces Extension-Lumbang Branch
OU=01154,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 4-Metro Manila East; Makati 2 Area; Legaspi Village-Gamboa Branch
OU=01155,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 5-Metro Manila South; Bicutan/Sucat Area; Roxas Blvd.-Crowne Bay Tower Branch
OU=01157,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 4-Metro Manila East; Mandaluyong Area; Maysilo Circle-F. Martinez Avenue Branch
OU=01158,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 4-Metro Manila East; Makati 2 Area; Gil Puyat-Filmore Branch
OU=01159,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 6-Southern Luzon; Bicol Area; Camarines Sur-Calabanga Branch
OU=01160,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 3-Metro Manila West; Caloocan Area; Grace Park-10th Avenue Branch
OU=01161,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 5-Metro Manila South; Alabang Area; Filinvest-Civic Drive Branch
OU=01162,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 7-Visayas & Mindanao; Cebu 1 Area; Cebu-Philam Life Center Branch
OU=01164,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 6-Southern Luzon; Cavite Area; Cavite-Silang Aguinaldo Highway Branch
OU=01165,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 7-Visayas & Mindanao; Northern Mindanao Area; Ozamiz-Rizal Avenue Branch
OU=01166,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 2-Metro Manila North; Monumento Area; Balubaran-MacArthur Highway Branch
OU=01167,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 1-Northern Luzon; North Western Luzon Area; Baguio-Kennon Road Branch
OU=01168,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 5-Metro Manila South; Taguig/Pateros Area; Taguig-Vista Mall Branch
OU=01169,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 2-Metro Manila North; Marikina Area; Cainta-Sumulong Highway Branch
OU=01170,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 7-Visayas & Mindanao; Cebu 2 Area; Bohol-Tubigon Branch
OU=01171,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 3-Metro Manila West; Manila 2 Area; Leon Guinto-Gen. Malvar Branch
OU=01172,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 5-Metro Manila South; Bicutan/Sucat Area; Dr. A. Santos Ave-Puregold Evacom Branch
OU=01173,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 5-Metro Manila South; Alabang Area; BF Homes Aguirre-P. Corpuz Branch
OU=01174,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 4-Metro Manila East; Makati Central Area; 6780 Ayala Avenue Branch
OU=01175,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 7-Visayas & Mindanao; Iloilo Area; Aklan-CityMall Boracay Branch
OU=01176,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 4-Metro Manila East; Makati 1 Area; Ayala Ave Ext-Alphaland Makati Place Br
OU=01177,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 6-Southern Luzon; Batangas Area; Batangas-Mabini Branch
OU=01178,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 7-Visayas & Mindanao; Northern Mindanao Area; Cagayan de Oro-Bulua Branch
OU=01179,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 7-Visayas & Mindanao; Cebu 2 Area; Dumaguete-CityMall Branch
OU=01180,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 4-Metro Manila East; Makati 1 Area; EDSA-Kalayaan Avenue Branch
OU=01181,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 5-Metro Manila South; Alabang Area; Filinvest-Spectrum Midway Branch
OU=01182,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 6-Southern Luzon; Batangas Area; Waltermart-Balayan Branch
OU=01183,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 7-Visayas & Mindanao; Bacolod Area; Negros Occ-CityMall Kabankalan Branch
OU=01185,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 5-Metro Manila South; Alabang Area; Filinvest-Northgate Aeon Center Branch
OU=01186,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 5-Metro Manila South; Taguig/Pateros Area; BGC-Phil. Stock Exchange Branch
OU=01187,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 2-Metro Manila North; Commonwealth Area; Commonwealth Ave.-Holy Spirit Branch
OU=01188,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 2-Metro Manila North; Marikina Area; SM Cherry Antipolo Branch
OU=01189,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 5-Metro Manila South; Bicutan/Sucat Area; Aseana-Monarch Parksuites Branch
OU=01190,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 1-Northern Luzon; Pampanga-Bataan Area; Bataan-Orani Branch
OU=01191,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 5-Metro Manila South; Taguig/Pateros Area; BGC-Crescent Park West Branch
OU=01192,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 2-Metro Manila North; Del Monte Area; Congressional Avenue-Project 8 Branch
OU=01193,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 3-Metro Manila West; Manila 1 Area; España-Grand Residences 2 Branch
OU=01194,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 7-Visayas & Mindanao; Northern Mindanao Area; SM CDO Downtown Premier Branch
OU=01195,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 7-Visayas & Mindanao; Cebu 2 Area; SM City Puerto Princesa Branch
OU=01196,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 1-Northern Luzon; Pampanga-Bataan Area; Pampanga San Fernando-San Isidro Branch
OU=01197,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 2-Metro Manila North; Banawe Area; Quezon Avenue-D. Tuazon Branch
OU=01198,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 4-Metro Manila East; Pasig Area; Pasig-Valle Verde Country Club Branch
OU=01199,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 5-Metro Manila South; Pasay Area; Roxas Blvd.-Radiance Manila Bay Branch
OU=01200,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 1-Northern Luzon; Nueva Ecija Area; Nueva Ecija-CityMall Sta. Rosa Branch
OU=01201,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 1-Northern Luzon; North Central Luzon Area; Tarlac-CityMall Branch
OU=01202,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 6-Southern Luzon; Batangas Area; SM Center Lemery Branch
OU=01203,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 1-Northern Luzon; Cagayan Valley Area; SM Center Tuguegarao Downtown Branch
OU=01204,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 2-Metro Manila North; Fairview Area; Novaliches-Regalado Avenue Branch
OU=01205,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 2-Metro Manila North; Marikina Area; Marikina Heights Branch
OU=01206,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 1-Northern Luzon; North Western Luzon Area; Ilocos Sur-Cabugao Branch
OU=01207,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 1-Northern Luzon; North Central Luzon Area; Waltermart-Concepcion Tarlac Branch
OU=01208,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 6-Southern Luzon; Bicol Area; Iriga City-Puregold Branch
OU=01209,OU=Main Bank,OU=Branches,DC=HO,DC=AD,DC=UAT:Branch Banking Group; Region 4-Metro Manila East; Rizal Area; Rizal-Binangonan Branch
